model,num_classes,num_ensemble,clf_error,l2_logits,epoch
tabpfn,4,4,0.011627912521362305,0.4970744848251343,800
tabpfn,4,4,0.006976723670959473,0.7744203209877014,800
tabpfn,4,4,0.0,0.27294573187828064,800
tabpfn,4,4,0.019767463207244873,0.16101282835006714,800
tabpfn,4,4,0.020930230617523193,0.6082966923713684,800
tabpfn,4,4,0.02325582504272461,0.513887345790863,800
tabpfn,4,4,0.002325594425201416,0.7652955651283264,800
tabpfn,4,4,0.02325582504272461,0.49063071608543396,800
tabpfn,4,4,0.0,0.972773015499115,800
tabpfn,4,4,0.006976723670959473,1.0321146249771118,800
tabpfn,4,4,0.0,0.1836749017238617,800
tabpfn,4,4,0.0011627674102783203,0.7288357615470886,800
tabpfn,4,4,0.005813956260681152,0.8314906358718872,800
tabpfn,4,4,0.011627912521362305,0.4138694107532501,800
tabpfn,4,4,0.01395350694656372,0.42193877696990967,800
tabpfn,4,4,0.022092998027801514,0.46818581223487854,800
tabpfn,4,4,0.025581419467926025,0.4618699550628662,800
tabpfn,4,4,0.0034883618354797363,0.24764929711818695,800
tabpfn,4,4,0.004651188850402832,1.1912587881088257,800
tabpfn,4,4,0.005813956260681152,0.6532841920852661,800
tabpfn,4,4,0.019767463207244873,0.5953868627548218,800
tabpfn,4,4,0.0,0.3340471684932709,800
tabpfn,4,4,0.0034883618354797363,1.0198688507080078,800
tabpfn,4,4,0.005813956260681152,0.5921468734741211,800
tabpfn,4,4,0.006976723670959473,0.1833716630935669,800
tabpfn,4,4,0.0,0.12066136300563812,800
tabpfn,4,4,0.016279101371765137,0.4785807132720947,800
tabpfn,4,4,0.002325594425201416,0.6157819032669067,800
tabpfn,4,4,0.0,0.2051103562116623,800
tabpfn,4,4,0.0,0.11572137475013733,800
tabpfn,4,4,0.005813956260681152,0.1524767279624939,800
tabpfn,4,4,0.0,0.14181876182556152,800
tabpfn,4,4,0.02746206521987915,0.5999462008476257,800
tabpfn,4,4,0.017045438289642334,0.7569971084594727,800
tabpfn,4,4,0.005681812763214111,1.368546485900879,800
tabpfn,4,4,0.024621188640594482,0.6551093459129333,800
tabpfn,4,4,0.010416626930236816,0.5771438479423523,800
tabpfn,4,4,0.01325756311416626,1.005555510520935,800
tabpfn,4,4,0.012310564517974854,0.9371664524078369,800
tabpfn,4,4,0.0075757503509521484,1.6782950162887573,800
tabpfn,4,4,0.002840876579284668,1.1028083562850952,800
tabpfn,4,4,0.00852268934249878,0.7714558839797974,800
tabpfn,4,4,0.035037875175476074,0.7966293096542358,800
tabpfn,4,4,0.012310564517974854,0.7350466251373291,800
tabpfn,4,4,0.0,0.28712907433509827,800
tabpfn,4,4,0.01325756311416626,0.8906528353691101,800
tabpfn,4,4,0.010416626930236816,0.8835155963897705,800
tabpfn,4,4,0.12689393758773804,0.21120339632034302,800
tabpfn,4,4,0.010416626930236816,1.256212592124939,800
tabpfn,4,4,0.01325756311416626,0.965316116809845,800
tabpfn,4,4,0.005681812763214111,1.2846013307571411,800
tabpfn,4,4,0.02178025245666504,0.46876055002212524,800
tabpfn,4,4,0.035037875175476074,0.4161387085914612,800
tabpfn,4,4,0.0,0.3561401069164276,800
tabpfn,4,4,0.015151500701904297,0.5446683764457703,800
tabpfn,4,4,0.01893937587738037,1.2201738357543945,800
tabpfn,4,4,0.22159087657928467,0.26035600900650024,800
tabpfn,4,4,0.023674190044403076,0.6364428400993347,800
tabpfn,4,4,0.0,0.26685842871665955,800
tabpfn,4,4,0.0625,0.3911550045013428,800
tabpfn,4,4,0.0,0.1927892118692398,800
tabpfn,4,4,0.03409087657928467,0.5150046348571777,800
tabpfn,4,4,0.011363625526428223,0.8319190740585327,800
tabpfn,4,4,0.015151500701904297,0.5171719193458557,800
tabpfn,4,4,0.0,0.372653067111969,800
tabpfn,4,4,0.0,0.2105998694896698,800
tabpfn,4,4,0.0,0.2050277143716812,800
tabpfn,4,4,0.0,0.3413641154766083,800
tabpfn,4,4,0.0,0.16767941415309906,800
tabpfn,4,4,0.0,0.16269974410533905,800
tabpfn,4,4,0.0,0.2526022493839264,800
tabpfn,4,4,0.0,0.2996898591518402,800
tabpfn,4,4,0.0,0.18977655470371246,800
tabpfn,4,4,0.0,0.32439929246902466,800
tabpfn,4,4,0.0,0.18962562084197998,800
tabpfn,4,4,0.0027472376823425293,0.394686758518219,800
tabpfn,4,4,0.0,0.163835808634758,800
tabpfn,4,4,0.0,0.16004805266857147,800
tabpfn,4,4,0.0,0.23374122381210327,800
tabpfn,4,4,0.0009157657623291016,0.20727069675922394,800
tabpfn,4,4,0.0,0.17013610899448395,800
tabpfn,4,4,0.0,0.19133177399635315,800
tabpfn,4,4,0.0,0.22199779748916626,800
tabpfn,4,4,0.0,0.2754320800304413,800
tabpfn,4,4,0.0,0.23206432163715363,800
tabpfn,4,4,0.0,0.15759091079235077,800
tabpfn,4,4,0.0,0.31003862619400024,800
tabpfn,4,4,0.0,0.19447609782218933,800
tabpfn,4,4,0.0,0.3633243441581726,800
tabpfn,4,4,0.0009157657623291016,0.2085130512714386,800
tabpfn,4,4,0.0,0.30313101410865784,800
tabpfn,4,4,0.0,0.2099723517894745,800
