model,num_classes,num_ensemble,clf_error,l2_logits,epoch
tabpfn,2,16,0.4539147615432739,0.12842567265033722,0
tabpfn,2,16,0.32408320903778076,0.13066571950912476,0
tabpfn,2,16,0.260654091835022,0.10658907890319824,0
tabpfn,2,16,0.1674925684928894,0.11077048629522324,0
tabpfn,2,16,0.2814667820930481,0.11046040058135986,0
tabpfn,2,16,0.2854310870170593,0.10865174233913422,0
tabpfn,2,16,0.25569868087768555,0.10879065096378326,0
tabpfn,2,16,0.27254706621170044,0.1131822019815445,0
tabpfn,2,16,0.27651137113571167,0.10843229293823242,0
tabpfn,2,16,0.28741323947906494,0.11128780990839005,0
tabpfn,2,16,0.23686814308166504,0.10039712488651276,0
tabpfn,2,16,0.2596629858016968,0.11083181202411652,0
tabpfn,2,16,0.2646183967590332,0.11137256026268005,0
tabpfn,2,16,0.42616450786590576,0.09260383993387222,0
tabpfn,2,16,0.17145687341690063,0.13946384191513062,0
tabpfn,2,16,0.27155596017837524,0.10868659615516663,0
tabpfn,2,16,0.1169474720954895,0.0804588794708252,0
tabpfn,2,16,0.3191278576850891,0.11502745747566223,0
tabpfn,2,16,0.2804756760597229,0.10993530601263046,0
tabpfn,2,16,0.27651137113571167,0.10692746937274933,0
tabpfn,2,16,0.298315167427063,0.14150550961494446,0
tabpfn,2,16,0.25569868087768555,0.10593324899673462,0
tabpfn,2,16,0.260654091835022,0.10557225346565247,0
tabpfn,2,16,0.131813645362854,0.06400430202484131,0
tabpfn,2,16,0.2685827612876892,0.10851427912712097,0
tabpfn,2,16,0.25768083333969116,0.10535946488380432,0
tabpfn,2,16,0.27552032470703125,0.11072180420160294,0
tabpfn,2,16,0.294350802898407,0.11250876635313034,0
tabpfn,2,16,0.2646183967590332,0.10447759926319122,0
tabpfn,2,16,0.2656095027923584,0.10707205533981323,0
tabpfn,2,16,0.15262633562088013,0.08575233072042465,0
tabpfn,2,16,0.6085232496261597,0.1846834123134613,0
tabpfn,2,16,0.23320657014846802,0.10547298192977905,0
tabpfn,2,16,0.2458808422088623,0.1009678840637207,0
tabpfn,2,16,0.30925220251083374,0.13562233746051788,0
tabpfn,2,16,0.25095057487487793,0.09501459449529648,0
tabpfn,2,16,0.1749049425125122,0.05902067944407463,0
tabpfn,2,16,0.22053229808807373,0.10389409214258194,0
tabpfn,2,16,0.2458808422088623,0.10455882549285889,0
tabpfn,2,16,0.23320657014846802,0.103439100086689,0
