model,num_classes,num_ensemble,clf_error,l2_logits,epoch
tabpfn,8,4,0.0,0.3316694498062134,400
tabpfn,8,4,0.07281547784805298,0.5207313299179077,400
tabpfn,8,4,0.0533980131149292,0.5168359875679016,400
tabpfn,8,4,0.0,0.17313596606254578,400
tabpfn,8,4,0.032362401485443115,0.7414692044258118,400
tabpfn,8,4,0.0436893105506897,1.039544701576233,400
tabpfn,8,4,0.0,0.24561768770217896,400
tabpfn,8,4,0.0,0.2343287467956543,400
tabpfn,8,4,0.06310677528381348,0.731861412525177,400
tabpfn,8,4,0.04045301675796509,0.935462474822998,400
tabpfn,8,4,0.07766985893249512,1.0081748962402344,400
tabpfn,8,4,0.06310677528381348,0.3320544958114624,400
tabpfn,8,4,0.017799317836761475,0.38502171635627747,400
tabpfn,8,4,0.07281547784805298,0.4001295864582062,400
tabpfn,8,4,0.035598695278167725,1.0910438299179077,400
tabpfn,8,4,0.0970873236656189,0.5564142465591431,400
tabpfn,8,4,0.004854321479797363,0.7810876965522766,400
tabpfn,8,4,0.03883492946624756,0.5859400033950806,400
tabpfn,8,4,0.0987054705619812,0.3767406642436981,400
tabpfn,8,4,0.006472468376159668,0.18768857419490814,400
tabpfn,8,4,0.13430416584014893,0.505055844783783,400
tabpfn,8,4,0.037216782569885254,0.7578181028366089,400
tabpfn,8,4,0.0,0.3848559260368347,400
tabpfn,8,4,0.12621355056762695,0.24905788898468018,400
tabpfn,8,4,0.0,0.21379677951335907,400
tabpfn,8,4,0.1310679316520691,0.3170117735862732,400
tabpfn,8,4,0.06634300947189331,0.3384384512901306,400
tabpfn,8,4,0.09223300218582153,0.5078364014625549,400
tabpfn,8,4,0.10841423273086548,0.3071022629737854,400
tabpfn,8,4,0.055016160011291504,0.6694737076759338,400
tabpfn,8,4,0.05825239419937134,0.4982055127620697,400
tabpfn,8,4,0.10194170475006104,0.20295608043670654,400
tabpfn,8,4,0.0,0.18078114092350006,400
tabpfn,8,4,0.2916666865348816,0.3017217516899109,400
tabpfn,8,4,0.08333331346511841,0.2986147105693817,400
tabpfn,8,4,0.06944441795349121,0.603834867477417,400
tabpfn,8,4,0.055555522441864014,1.3265451192855835,400
tabpfn,8,4,0.027777791023254395,1.2159126996994019,400
tabpfn,8,4,0.1944444179534912,0.8064470887184143,400
tabpfn,8,4,0.027777791023254395,0.7158320546150208,400
tabpfn,8,4,0.12962961196899414,0.2736850082874298,400
tabpfn,8,4,0.032407402992248535,0.8002955913543701,400
tabpfn,8,4,0.027777791023254395,1.608610987663269,400
tabpfn,8,4,0.07407408952713013,0.5527909398078918,400
tabpfn,8,4,0.037037014961242676,1.1259933710098267,400
tabpfn,8,4,0.04629629850387573,0.9172236323356628,400
tabpfn,8,4,0.07407408952713013,1.1194519996643066,400
tabpfn,8,4,0.06944441795349121,0.9015479683876038,400
tabpfn,8,4,0.0,0.2261975258588791,400
tabpfn,8,4,0.02314811944961548,1.6617926359176636,400
tabpfn,8,4,0.08796298503875732,0.97810959815979,400
tabpfn,8,4,0.1666666865348816,1.2757693529129028,400
tabpfn,8,4,0.0,0.19722430408000946,400
tabpfn,8,4,0.02314811944961548,1.4261800050735474,400
tabpfn,8,4,0.0,0.28416407108306885,400
tabpfn,8,4,0.009259223937988281,1.902904987335205,400
tabpfn,8,4,0.10185182094573975,0.6195587515830994,400
tabpfn,8,4,0.08333331346511841,1.3969151973724365,400
tabpfn,8,4,0.15740740299224854,0.31202229857444763,400
tabpfn,8,4,0.02314811944961548,1.4051949977874756,400
tabpfn,8,4,0.05092591047286987,0.9100657105445862,400
tabpfn,8,4,0.004629611968994141,1.2831177711486816,400
tabpfn,8,4,0.06481480598449707,1.2278294563293457,400
tabpfn,8,4,0.055555522441864014,1.2402852773666382,400
tabpfn,8,4,0.17285531759262085,0.8052375316619873,400
tabpfn,8,4,0.06658130884170532,0.4048750400543213,400
tabpfn,8,4,0.0,0.3187282979488373,400
tabpfn,8,4,0.0,0.3600824773311615,400
tabpfn,8,4,0.10627400875091553,0.6124970316886902,400
tabpfn,8,4,0.00512164831161499,0.14981064200401306,400
tabpfn,8,4,0.7426376342773438,0.23266656696796417,400
tabpfn,8,4,0.0947502851486206,0.31745755672454834,400
tabpfn,8,4,0.1523687243461609,0.5885968208312988,400
